ранг	кандзи	freq	pmw	кум%	написания
3667	瑁	68	0.3481	99.921	蔡瑁(51)/玳瑁(14)/瑇瑁(2)/珸瑤瑁村(1)
3668	瘴	68	0.3481	99.921	瘴気(52)/瘴壁(8)/瘴癘(6)/瘴外(2)
3669	眷	68	0.3481	99.921	眷属(42)/眷族(21)/親眷(3)/眷元(1)/眷恋(1)
3670	蛆	68	0.3481	99.921	蛆虫(38)/蛆(29)/蛆殺し(1)
3671	巖	67	0.3430	99.921	巖(58)/巖谷(3)/巖手(2)/全巖(1)/梅巖(1)/瑞巖(1)/荒巖(1)
3672	爻	67	0.3430	99.921	爻(52)/初爻(5)/爻辞(5)/陰爻(3)/卦爻(1)/陽爻(1)
3673	竄	67	0.3430	99.921	改竄(62)/香竄(2)/流竄(1)/竄し(1)/竄入(1)
3674	臺	67	0.3430	99.921	臺(21)/邪馬臺(18)/臺右衛門(6)/寢臺(4)/臺屋(4)/臺所(2)/臺灣(2)/臺詞(2)/五臺(1)/尊臺(1)/臺与(1)/臺寺(1)/臺懷(1)/臺白(1)/臺百(1)/阿輩臺(1)
3675	舫	67	0.3430	99.921	蓮舫(32)/舫っ(15)/舫(6)/舫い(6)/画舫(3)/舫わ(3)/舫う(1)/舫綱(1)
3676	賎	67	0.3430	99.922	賎民(32)/賎(9)/貴賎(6)/下賎(5)/卑賎(4)/賎しい(4)/賎ヶ岳(3)/賎し(2)/賎しく(1)/賎ケ岳(1)
3677	邂	67	0.3430	99.922	邂逅(65)/邂(1)/邂ひ(1)
3678	鵡	67	0.3430	99.922	鸚鵡(55)/鵡川(9)/鵡(3)
3679	侈	66	0.3379	99.922	奢侈(62)/侈(4)
3680	剌	66	0.3379	99.922	潑剌(42)/溌剌(13)/撥剌(4)/亜剌比亜(2)/伯剌西爾(2)/江剌(2)/阿剌吉(1)
3681	厦	66	0.3379	99.922	厦門(33)/望厦(22)/大厦(7)/厦(3)/厦建(1)
3682	嬲	66	0.3379	99.922	嬲ら(19)/嬲る(14)/嬲っ(10)/嬲り(9)/嬲り殺し(6)/嬲(2)/嬲り者(2)/揉み嬲ら(2)/打ち嬲り(1)/擦り嬲ら(1)
3683	屢	66	0.3379	99.922	屢々(42)/屢(22)/屢屢(2)
3684	弖	66	0.3379	99.923	阿弖流為(59)/阿弖河(3)/弖之(2)/弖(1)/阿弖流爲(1)
3685	簫	66	0.3379	99.923	洞簫(56)/簫管(5)/簫(4)/短簫(1)
3686	葫	66	0.3379	99.923	葫蘆(57)/葫蘆島(7)/葫(2)
3687	蝸	66	0.3379	99.923	蝸牛(66)
3688	躑	66	0.3379	99.923	躑躅(47)/躑躅ヶ崎(14)/山躑躅(4)/岩躑躅(1)
3689	逅	66	0.3379	99.923	邂逅(65)/逅(1)
3690	闖	66	0.3379	99.923	闖入(51)/闖王(13)/闖(2)
3691	樊	65	0.3328	99.923	樊(23)/樊城(19)/樊遅(9)/樊噲(6)/樊川(3)/樊瑞(3)/樊山(1)/襄樊(1)
3692	潙	65	0.3328	99.923	潙山(60)/潙仰(3)/潙(2)
3693	甑	65	0.3328	99.923	甑(28)/甑島(27)/下甑(6)/甑口(3)/上甑(1)
3694	秣	65	0.3328	99.924	秣(36)/糧秣(21)/粮秣(8)
3695	篩	65	0.3328	99.924	篩(47)/篩い(5)/篩っ(4)/籾篩(2)/絹篩(2)/健篩(1)/篩い入れ(1)/篩い分ける(1)/篩い寄せる(1)/篩ひ(1)
3696	艱	65	0.3328	99.924	艱難(55)/艱苦(6)/艱(4)
3697	闍	65	0.3328	99.924	阿闍世(29)/阿闍梨(24)/耆闍崛(4)/闍黎(4)/摩訶波闍波提(1)/闍(1)/闍維(1)/闍那崛多(1)
3698	隧	65	0.3328	99.924	隧道(65)
3699	隨	65	0.3328	99.924	隨筆(51)/隨(9)/隨い(1)/隨ふ(1)/隨分(1)/隨意(1)/隨蓮(1)
3700	扼	64	0.3277	99.924	扼殺(24)/絞扼(14)/扼腕(10)/扼する(7)/扼し(3)/扼す(3)/扼(1)/扼せ(1)/扼（やく）殺(1)
3701	樅	64	0.3277	99.924	樅(62)/樅山町(1)/樅沢(1)
3702	眈	64	0.3277	99.924	眈々(56)/眈眈(8)
3703	迹	64	0.3277	99.925	垂迹(22)/迹見(9)/倭迹迹日百襲姫(6)/本迹(4)/男大迹(4)/迹(3)/迹驚(3)/五十迹手(2)/倭迹々日百襲姫(2)/迹門(2)/仏迹(1)/形迹(1)/悟迹(1)/痕迹(1)/聖迹(1)/轍迹(1)/迹考(1)
3704	逵	64	0.3277	99.925	李逵(35)/忠逵(28)/逵(1)
3705	鐙	64	0.3277	99.925	鐙(51)/鐙摺(5)/撥鐙(4)/学鐙(1)/鐙冠(1)/鐙屋(1)/鐙革(1)
3706	雹	64	0.3277	99.925	雹(39)/雹霞(13)/雹害(5)/防雹(3)/降雹(2)/雹道(2)
3707	點	64	0.3277	99.925	點(59)/極點(2)/採點(1)/焦點(1)/燒點(1)
3708	淆	63	0.3225	99.925	混淆(63)
3709	渣	63	0.3225	99.925	残渣(38)/沈渣(10)/浮渣(9)/国渣(3)/渣(3)
3710	溥	63	0.3225	99.925	溥儀(43)/溥(6)/溥傑(6)/溥倫(2)/陰溥(2)/斉溥(1)/溥修(1)/溥儁(1)/長溥(1)
3711	祢	63	0.3225	99.925	美祢(22)/祢不(8)/曽祢(7)/祢(7)/祢津(5)/女祢宜(3)/祢宜(3)/祢古(2)/き祢(1)/宿祢(1)/権祢宜(1)/祢加(1)/祢常(1)/祢賜(1)
3712	繞	63	0.3225	99.926	囲繞(40)/千繞(5)/繞らし(3)/圍繞(2)/繞(2)/繞る(2)/繞石(2)/結い繞らし(1)/結い繞らせ(1)/繞つ(1)/繞らす(1)/繞り(1)/繞口(1)/纏繞(1)
3713	菰	63	0.3225	99.926	菰(25)/菰野(18)/菰田(7)/真菰(5)/菰池(4)/刈菰(2)/菅菰(1)/菰掛け(1)
3714	釋	63	0.3225	99.926	釋(25)/釋迦(11)/釋尊(5)/釋文(3)/釋阿(3)/通釋(2)/釋する(2)/釋例(2)/釋名(2)/釋書(2)/棄釋(1)/解釋(1)/釋し(1)/釋器(1)/釋天(1)/釋詁(1)
3715	陋	63	0.3225	99.926	固陋(18)/陋習(14)/陋屋(10)/陋劣(6)/陋巷(4)/鄙陋(3)/陋風(2)/仄陋(1)/僻陋(1)/怯陋(1)/旧陋(1)/陋(1)/陋隘(1)
3716	勁	62	0.3174	99.926	勁草(37)/勁い(4)/勁(3)/雄勁(3)/剛勁(2)/勁し(2)/勁き(1)/勁く(1)/勁健(1)/勁史(1)/勁士(1)/勁歌(1)/勁殺(1)/勁烈(1)/勁鋭(1)/心勁い(1)/遒勁(1)
3717	崙	62	0.3174	99.926	崑崙(58)/崙(3)/崙波(1)
3718	戰	62	0.3174	99.926	戰(30)/戰爭(13)/戰つ(4)/戰慄(4)/戰争(2)/戰場(2)/戰時(2)/敗戰(2)/戰栗(1)/戰歿(1)/挑戰(1)
3719	擡	62	0.3174	99.926	擡頭(38)/擡げ(22)/擡げよう(1)/擡げる(1)
3720	檮	62	0.3174	99.926	赤檮(40)/檮原(22)
3721	淺	62	0.3174	99.926	淺井(38)/淺(8)/淺尾(7)/淺草(5)/淺生(2)/淺い(1)/湯淺(1)
3722	燎	62	0.3174	99.927	燎子(38)/燎原(16)/燎琉(4)/燎(3)/燎火(1)
3723	蠱	62	0.3174	99.927	蠱惑(35)/蠱(16)/蠱毒(5)/巫蠱(4)/媚蠱(2)
3724	鞆	62	0.3174	99.927	鞆(60)/大鞆(2)
3725	侭	61	0.3123	99.927	我侭(32)/侭(18)/我が侭(7)/気侭(4)
3726	匪	61	0.3123	99.927	匪賊(27)/匪団(8)/土匪(6)/法匪(5)/匪襲(4)/共匪(2)/財匪(2)/兵匪(1)/匪(1)/匪影(1)/匪徒(1)/匪計(1)/槍匪(1)/莫匪〜。(1)
3727	撈	61	0.3123	99.927	漁撈(59)/撈月(1)/撈海(1)
3728	數	61	0.3123	99.927	數(44)/數十(3)/數多く(3)/無數(3)/多數(2)/數へ(2)/半數(1)/數多(1)/數引(1)/數馬(1)
3729	獨	61	0.3123	99.927	獨協(14)/獨り(11)/獨逸(9)/獨立(8)/獨斷(3)/獨裁(3)/獨案(2)/獨白(2)/喊台獨(1)/獨ぎめ(1)/獨亞(1)/獨伊(1)/獨創(1)/獨占(1)/獨島(1)/獨得(1)/獨秀(1)
3730	礦	61	0.3123	99.927	炭礦(35)/礦(9)/礦業(9)/同礦(4)/礦毒(3)/礦夫(1)
3731	稍	61	0.3123	99.928	稍(50)/稍々(7)/稍〻(2)/稍稍(2)
3732	聊	61	0.3123	99.928	無聊(27)/聊か(19)/聊(6)/聊斎(2)/ネド聊(1)/聊んぜ(1)/聊力(1)/聊城(1)/聊無(1)/聊爾(1)/聊齋(1)
3733	聟	61	0.3123	99.928	聟(47)/姉聟(3)/入聟(2)/妹聟(2)/聟入り(2)/花聟(2)/合聟(1)/女聟(1)/聟島(1)
3734	薮	61	0.3123	99.928	薮(40)/竹薮(8)/薮内(3)/桑薮(2)/大薮(1)/婆薮槃頭(1)/薮中(1)/薮仲(1)/薮原(1)/薮口(1)/薮田(1)/薮蚊(1)
3735	誂	61	0.3123	99.928	誂え(30)/誂え向き(18)/誂(6)/別誂え(2)/誂へ(2)/誂える(1)/誂向き(1)/誂（あつらえ）え(1)
3736	蹙	61	0.3123	99.928	顰蹙(60)/蹙めよう(1)
3737	馭	61	0.3123	99.928	馭者(51)/馭し(4)/馭する(3)/制馭(1)/始馭天下之(1)/馭謨(1)
3738	嚆	60	0.3072	99.928	嚆矢(59)/嚆失(1)
3739	婁	60	0.3072	99.928	婁(15)/東牟婁(13)/西牟婁(12)/牟婁(11)/離婁(4)/北牟婁(2)/挹婁(2)/南牟婁(1)
3740	淇	60	0.3072	99.928	舒淇(43)/淇水(8)/淇園(6)/劉淇(1)/淇奥(1)/淇澳(1)
3741	淮	60	0.3072	99.929	淮南(17)/淮河(9)/淮海(8)/臨淮(7)/淮水(6)/秦淮(3)/淮(2)/淮陰(2)/周淮(1)/江淮(1)/淮勇(1)/淮軍(1)/淮陽(1)/郭淮(1)
3742	瑤	60	0.3072	99.929	瑤子(30)/瑤姫(21)/瑤泉(5)/瑤(3)/珸瑤瑁村(1)
3743	瞋	60	0.3072	99.929	瞋(38)/瞋恚(16)/瞋り(3)/貪瞋(3)
3744	蹊	60	0.3072	99.929	成蹊(33)/鼠蹊(19)/雪蹊(4)/嵩蹊(2)/花蹊(1)/蹊(1)
3745	馘	60	0.3072	99.929	馘(45)/馘首(13)/馘れ(1)/馘暦(1)
3746	假	59	0.3021	99.929	假名(27)/假(23)/假屋崎(4)/假屋(3)/假令(1)/假借(1)
3747	僥	59	0.3021	99.929	僥倖(57)/僥幸(2)
3748	兒	59	0.3021	99.929	兒玉(17)/兒(15)/明兒(7)/鹿兒島(4)/兒童(3)/孩兒(3)/赤兒(3)/兒島(2)/兒湯(2)/兒太郞(1)/璃球兒(1)/陀兒(1)
3749	夾	59	0.3021	99.929	夾竹(27)/夾雑(16)/夾山(4)/夾み撃ち(3)/夾棍(2)/夾谷(2)/夾(1)/夾ま(1)/夾ん(1)/夾算(1)/夾雜(1)
3750	惡	59	0.3021	99.929	惡(18)/惡い(12)/惡魔(9)/惡く(3)/惡風(3)/罪惡(3)/善惡(2)/惡き(1)/惡しき(1)/惡口(1)/惡意(1)/惡戲(1)/惡所(1)/惡評(1)/惡黨(1)/惡神(1)
3751	祚	59	0.3021	99.930	重祚(17)/践祚(16)/天祚(8)/泳祚(6)/祚(5)/皇祚(3)/国祚(1)/宝祚(1)/永祚(1)/葛祚(1)
3752	荀	59	0.3021	99.930	荀彧(16)/荀子(15)/荀(11)/荀攸(10)/荀粲(4)/荀爽(2)/荀鶴(1)
3753	闕	59	0.3021	99.930	闕(28)/闕所(20)/補闕(2)/則闕(1)/北闕(1)/残闕(1)/禁闕(1)/闕く(1)/闕け(1)/闕下(1)/闕疑(1)/鳳闕(1)
3754	龕	59	0.3021	99.930	龕(39)/壁龕(8)/仏龕(6)/石龕(5)/龕灯(1)
3755	海	59	0.3021	99.930	海(23)/上海(2)/陸海軍(2)/海人(2)/海外(2)/海岸(2)/海松(2)/海潮(2)/海豹(2)/海道(2)/淡海(1)/禦海儲(1)/鎭海(1)/鳴海(1)/海关(1)/海南(1)/海地(1)/海埋(1)/海堤(1)/海橋(1)
3756	剽	58	0.2969	99.930	剽軽(20)/剽窃(15)/剽悍(13)/剽げ(4)/剽(1)/剽げ話(1)/剽奪(1)/剽盗(1)/剽盜(1)/剽（ひょう）盗(1)
3757	德	58	0.2969	99.930	道德(12)/德柏(11)/德(5)/德川(5)/學德(4)/德永(3)/美德(3)/德國(2)/德望(2)/功德(1)/孝德(1)/德得(1)/德心(1)/德拍(1)/德次(1)/德行(1)/德量(1)/德祖(1)/應德(1)/聖德(1)
3758	慥	58	0.2969	99.930	慥か(45)/慥(5)/慥かめ(5)/慥かめる(2)/下慥え(1)
3759	拱	58	0.2969	99.930	拱い(20)/拱手(16)/拱璧(4)/垂拱(2)/拱み(2)/拱廊(2)/拱路(2)/拱(1)/拱ねい(1)/拱ん(1)/拱型(1)/拱扶(1)/拱服(1)/拱枠(1)/拱架(1)/拱石(1)/斗拱(1)
3760	昵	58	0.2969	99.930	昵懇(49)/昵近(5)/昵(1)/昵病(1)/昵話(1)/親昵(1)
3761	滿	58	0.2969	99.931	滿壽男(27)/滿(17)/圓滿(3)/滿ち(3)/滿治(2)/盈滿(2)/充滿(1)/滿つる(1)/肥滿(1)/豐滿(1)
3762	焔	58	0.2969	99.931	火焔(24)/焔(21)/焔術(11)/気焔(2)
3763	猩	58	0.2969	99.931	猩々(22)/猩紅(22)/猩猩(14)
3764	簪	58	0.2969	99.931	簪(47)/花簪(8)/玉簪(2)/櫛簪(1)
3765	粱	58	0.2969	99.931	高粱(47)/粱平(4)/粱(2)/黄粱(2)/粱嘉(1)/粱師(1)/膏粱(1)
3766	蒋	58	0.2969	99.931	蒋(55)/擁蒋(1)/滅蒋(1)/逼蒋(1)
3767	赳	58	0.2969	99.931	赳夫(50)/赳(8)
3768	鰓	58	0.2969	99.931	鰓(41)/鰓弓(5)/鰓腸(5)/鰓蓋(5)/板鰓(1)/総鰓(1)
3769	楸	57	0.2918	99.931	楸邨(45)/楸瑛(9)/楸(2)/楸木(1)
3770	袷	57	0.2918	99.931	袷(53)/素袷(3)/紫袷(1)
3771	諌	57	0.2918	99.932	諌め(22)/諌議(12)/諌早(7)/諌める(6)/諌言(4)/諌臣(3)/兵諌(1)/諌山(1)/諌止(1)
3772	諍	57	0.2918	99.932	諍い(44)/諍(6)/諍いごと(2)/諍論(2)/婦夫諍ひ(1)/滅諍(1)/諍う(1)
3773	賈	57	0.2918	99.932	賈(27)/賈詡(13)/商賈(6)/賈島(2)/賈貴(2)/須賈(2)/待賈堂(1)/賈う(1)/賈豎(1)/賈販(1)/賈霽(1)
3774	鈎	57	0.2918	99.932	鈎(43)/有鈎(6)/チヌ鈎(2)/鈎取(2)/鈎子(2)/抜鈎(1)/鈎沈(1)
3775	閂	57	0.2918	99.932	閂(57)
3776	坩	56	0.2867	99.932	坩堝(48)/坩(7)/坩堝鋏(1)
3777	岑	56	0.2867	99.932	岑(19)/健岑(12)/江岑(8)/忠岑(6)/岑参(3)/岑守(2)/岑生(2)/有岑(1)/正岑(1)/良岑(1)/草書岑参登総持閣詩軸(1)
3778	嵆	56	0.2867	99.932	嵆康(45)/嵆(8)/嵆紹(3)
3779	彊	56	0.2867	99.932	范彊(15)/新彊(14)/劉彊(10)/彊(7)/自彊(6)/蒙彊(2)/剛彊(1)/靳彊(1)
3780	杳	56	0.2867	99.932	杳(51)/杳か(3)/杳い(1)/杳然(1)
3781	苞	56	0.2867	99.932	苞(32)/総苞(9)/苞葉(7)/家苞(3)/藁苞(3)/擘苞(1)/茂苞(1)
3782	詈	56	0.2867	99.933	罵詈(55)/詈(1)
3783	谺	56	0.2867	99.933	谺(56)
3784	醂	56	0.2867	99.933	味醂(55)/醂し(1)
3785	鎚	56	0.2867	99.933	石鎚(24)/鎚(15)/鎚矛(6)/鉄鎚(5)/戦鎚(3)/鎚起(3)
3786	顛	56	0.2867	99.933	顛末(46)/顛倒(4)/顛(3)/動顛(1)/山顛(1)/顛覆(1)
3787	仝	55	0.2816	99.933	朱仝(28)/仝(24)/（仝ω仝）(2)/仝じ(1)
3788	喇	55	0.2816	99.933	喇叭(45)/喇嘛(5)/喀喇沁(2)/喀喇(1)/喇(1)/達頼喇嘛(1)
3789	慟	55	0.2816	99.933	慟哭(54)/慟(1)
3790	潅	55	0.2816	99.933	潅漑(18)/潅水(16)/道潅(9)/潅木(6)/潅仏(3)/潅流(2)/潅がい(1)
3791	熨	55	0.2816	99.933	熨斗(27)/熨斗袋(9)/熨斗紙(6)/熨斗押(4)/熨斗目(4)/束ね熨斗(2)/熨(1)/熨し(1)/熨斗鮑(1)
3792	獪	55	0.2816	99.933	老獪(55)
3793	瘢	55	0.2816	99.934	瘢痕(53)/瘢(2)
3794	穆	55	0.2816	99.934	穆(14)/武穆(6)/穆弘(6)/穆王(6)/穆山(5)/穆公(4)/尚穆(2)/穆宗(2)/穆春(2)/仁穆(1)/昭穆(1)/朱穆(1)/清穆(1)/穆帝(1)/穆清(1)/穆順(1)/顔穆(1)
3795	粂	55	0.2816	99.934	粂(26)/粂吉(11)/粂五郎(4)/粂子(4)/粂三郎(3)/粂太郎(3)/お粂(1)/粂之進(1)/粂次(1)/粂蔵(1)
3796	葭	55	0.2816	99.934	葭(30)/葭町(8)/葭萌(5)/葭原(3)/葭簀(3)/葭戸(2)/枯れ葭(1)/葭屋町(1)/葭莩(1)/蒹葭(1)
3797	蒟	55	0.2816	99.934	蒟蒻(54)/蒟醬(1)
3798	薨	55	0.2816	99.934	薨去(22)/薨じ(17)/薨(6)/薨れ(3)/薨じる(2)/薨し(1)/薨ずる(1)/薨ぜ(1)/薨る(1)/薨後(1)
3799	蘊	55	0.2816	99.934	蘊蓄(18)/五蘊(13)/道蘊(8)/蘊(3)/蘊嶺(3)/智蘊(2)/蘊奥(2)/色蘊(1)/蘊以(1)/蘊居(1)/蘊巣(1)/蘊醸(1)/蘊魔(1)
3800	貂	55	0.2816	99.934	貂蟬(19)/貂(13)/貂蝉(10)/黒貂(7)/白貂(6)
3801	鉗	55	0.2816	99.934	鉗子(50)/鉗(3)/鉗知(1)/鉗脚(1)
3802	韃	55	0.2816	99.934	韃靼(36)/満韃子(13)/満韃(2)/韃子(2)/東韃子(1)/韃之助(1)
3803	娃	54	0.2765	99.935	娃(44)/李娃(8)/娃哈哈(1)/頴娃(1)
3804	嫂	54	0.2765	99.935	嫂(41)/嫂子(9)/大嫂(4)
3805	渫	54	0.2765	99.935	浚渫(51)/しゅん渫(1)/渫え(1)/渫わ(1)
3806	潘	54	0.2765	99.935	潘(35)/潘璋(19)
3807	澁	54	0.2765	99.935	澁澤(45)/澁谷(4)/澁る(2)/澁沢(2)/小澁(1)
3808	莱	54	0.2765	99.935	蓬莱(42)/莱(8)/彤徳莱(1)/莱山(1)/莱泉(1)/逢莱(1)
3809	蒻	54	0.2765	99.935	蒟蒻(54)
3810	醪	54	0.2765	99.935	醪(54)
3811	鉋	54	0.2765	99.935	鉋(37)/丸鉋(3)/槍鉋(3)/鉋屑(3)/平鉋(2)/飛び鉋(2)/削鉋(1)/手鉋(1)/豆鉋(1)/逆鉋(1)
3812	霹	54	0.2765	99.935	霹靂(54)
3813	靂	54	0.2765	99.935	霹靂(54)
3814	鰌	54	0.2765	99.936	泥鰌髭(31)/泥鰌(20)/鰌(3)
3815	倩	53	0.2713	99.936	倩娘(45)/倩倩(4)/倩ふ(2)/予倩(1)/氷倩(1)
3816	咫	53	0.2713	99.936	八咫烏(21)/八咫(17)/咫(7)/咫尺(4)/頭八咫烏(4)
3817	寨	53	0.2713	99.936	寨(28)/九寨(14)/山寨(4)/大寨(2)/寨主(2)/寨内(1)/柬埔寨(1)/泊寨(1)
3818	寫	53	0.2713	99.936	寫眞(20)/寫し(10)/寫(6)/寫實(4)/寫本(4)/寫生(3)/寫館(2)/寫さ(1)/寫す(1)/寫薬(1)/晚寫(1)
3819	廂	53	0.2713	99.936	廂(40)/西廂(3)/南廂(2)/北廂(1)/孫廂(1)/屋根廂(1)/廂夫(1)/廂寄り(1)/廂房(1)/廂間(1)/深廂(1)
3820	摸	53	0.2713	99.936	掏摸(12)/摸索(9)/摸(7)/摸し(6)/摸倣(4)/摸擬(3)/摸型(2)/臨摸(2)/加摸西葛杜加(1)/摸写(1)/摸刻(1)/摸式(1)/摸様(1)/摸皆(1)/摸造(1)/昌摸(1)
3821	梧	53	0.2713	99.936	梧(16)/梧桐(11)/碧梧桐(7)/梧楼(6)/高梧(4)/梧陵(3)/梧十(2)/梧逸(1)/梧郎(1)/蔭梧(1)/魁梧(1)
3822	氈	53	0.2713	99.936	毛氈(48)/氈(3)/絨氈(2)
3823	漣	53	0.2713	99.936	漣(42)/清漣(4)/漣痕(4)/漣波(2)/楊漣(1)
3824	稙	53	0.2713	99.936	義稙(23)/稙宗(10)/稙綱(8)/稙家(6)/稙通(2)/稙元(1)/稙昌(1)/稙治(1)/稙田(1)
3825	稱	53	0.2713	99.937	稱(26)/稱し(8)/稱する(5)/自稱(3)/名稱(2)/稱す(2)/稱せ(2)/稱へ(2)/尊稱(1)/稱さ(1)/稱へる(1)
3826	竇	53	0.2713	99.937	雪竇(33)/竇(8)/瑪竇(4)/竇固(4)/弊竇(3)/竇賢(1)
3827	籃	53	0.2713	99.937	揺籃(35)/魚籃(6)/籃(4)/搖籃(3)/籃球(2)/籃胎(2)/揺り籃(1)
3828	繻	53	0.2713	99.937	繻子(50)/繻絆(1)/繻葛(1)/繻袢(1)
3829	聰	53	0.2713	99.937	聰(32)/聰亙(6)/聰一(4)/聰明(4)/耳聰(2)/厚聰(1)/智聰(1)/聰一郎(1)/聰子(1)/聰宏(1)
3830	虱	53	0.2713	99.937	虱(38)/虱潰し(8)/草虱(3)/虱つぶし(3)/鎧虱(1)
3831	讓	53	0.2713	99.937	讓(50)/讓つ(1)/讓る(1)/讓治(1)
3832	鴎	53	0.2713	99.937	鴎外(25)/紹鴎(9)/鴎(9)/白鴎(7)/狎鴎(3)
3833	彎	52	0.2662	99.937	彎曲(29)/彎刀(6)/大彎(5)/小彎(5)/彎(3)/彎い(1)/彎け(1)/彎月(1)/彎症(1)
3834	悄	52	0.2662	99.937	悄然(44)/悄気(3)/悄(1)/悄れ(1)/悄気よう(1)/悄気る(1)/悄気返る(1)
3835	稻	52	0.2662	99.937	稻村(26)/稻葉(20)/稻玉(3)/稻(2)/早稻田(1)
3836	竝	52	0.2662	99.937	竝(35)/竝べ(5)/竝ん(5)/竝び(2)/竝べる(2)/旅順・大連租借期限竝南満州及安奉両鉄道各期限ヲ(1)/竝ぶ(1)/竝べ立て(1)
3837	筠	52	0.2662	99.938	筠軒(46)/庭筠(4)/松筠堂(1)/素筠(1)
3838	箍	52	0.2662	99.938	箍(31)/緊箍(18)/口箍(1)/尻箍(1)/金箍(1)
3839	簒	52	0.2662	99.938	簒奪(49)/簒(1)/簒い(1)/簒逆(1)
3840	臚	52	0.2662	99.938	鴻臚(51)/後期遥、霑纓於鴻臚之暁涙(1)
3841	莎	52	0.2662	99.938	莎莎(46)/莉莎子(3)/莎車(2)/小莎(1)
3842	蜴	52	0.2662	99.938	蜥蜴(38)/蜥蜴男(7)/火蜥蜴(5)/黒蜥蜴(2)
3843	陜	52	0.2662	99.938	陜西(31)/陜川(21)
3844	鸕	52	0.2662	99.938	鸕野(48)/鸕鷀(3)/鸕鷀守(1)
3845	亞	51	0.2611	99.938	亞(30)/亞以子(6)/露西亞(6)/東亞(5)/亞鈴(1)/亞駆(1)/獨亞(1)/罵亞(1)
3846	劃	51	0.2611	99.938	区劃(15)/一劃(11)/劃する(4)/劃期(4)/劃し(3)/劃然(3)/劃さ(2)/劃(1)/劃ら(1)/劃ルト(1)/劃一(1)/劃定(1)/劃辨(1)/區劃(1)/参劃(1)/計劃(1)
3847	孚	51	0.2611	99.938	孚恩(34)/中孚(5)/孚(5)/孚弟(3)/孚九(2)/佩孚(1)/道孚(1)
3848	寶	51	0.2611	99.939	寶(25)/子寶(7)/善寶(4)/寶月(3)/酔寶(3)/天寶(2)/寶殿(2)/寶山(1)/寶秀(1)/寶貝(1)/瑞寶(1)/阿寶(1)
3849	忿	51	0.2611	99.939	忿怒(23)/忿懣(16)/忿り(5)/忿(3)/忿恕(2)/宿忿(1)/忿恨(1)
3850	燁	51	0.2611	99.939	燁子(47)/長燁(2)/燁少(1)/鏵燁(1)
3851	磊	51	0.2611	99.939	磊落(44)/磊(4)/王磊(1)/磊塊(1)/磊石(1)
3852	稠	51	0.2611	99.939	粘稠(23)/稠密(17)/稠(9)/稠子(1)/稠果(1)
3853	筅	51	0.2611	99.939	茶筅(50)/筅(1)
3854	苓	51	0.2611	99.939	茯苓(23)/苓北(9)/西苓(7)/苓明(5)/苓州(3)/苓陽(2)/苓散(1)/苓湯(1)
3855	郞	51	0.2611	99.939	杢太郞(16)/林太郞(9)/武郞(8)/郞氏(5)/光太郞(3)/郞(2)/侍郞(1)/兒太郞(1)/時次郞(1)/男郞花(1)/郞宛(1)/郞樣(1)/郞賣(1)/敏郞(1)
3856	魍	51	0.2611	99.939	魍魎(45)/魍(3)/魍鬼(3)
3857	鯱	51	0.2611	99.939	鯱(33)/金鯱(14)/鯱耳(2)/鯱鉾立ち(1)/黒鯱(1)
3858	俥	50	0.2560	99.939	俥(26)/駐俥(11)/俥夫(5)/俥引き(5)/俥宿(1)/抱え俥(1)/赤俥(1)
3859	帚	50	0.2560	99.939	帚木(43)/帚(6)/竹帚木(1)
3860	炯	50	0.2560	99.940	炯々(16)/炯眼(14)/炯旭(5)/炯明(4)/幼炯(3)/炯っ(3)/楊炯(2)/炯周(2)/炯(1)
3861	猴	50	0.2560	99.940	猴(11)/猿猴(10)/猴王(9)/大猴(6)/美猴(5)/秋猴(4)/嚇猴(3)/猴子(2)
3862	禹	50	0.2560	99.940	禹(34)/禹王(8)/大禹(2)/禹錫(2)/禹州(1)/禹雄(1)/禹鼎(1)/［王禹］涵(1)
3863	綏	50	0.2560	99.940	綏遠(12)/綏芬河(10)/言綏(10)/綏靖(7)/志綏(4)/綏(3)/支綏(1)/濱綏(1)/綏中(1)/綏服(1)
3864	繃	50	0.2560	99.940	繃帯(49)/繃き(1)
3865	翫	50	0.2560	99.940	芝翫(27)/賞翫(9)/翫雀(6)/翫(3)/翫賞(2)/愛翫(1)/翫之(1)/翫味(1)
3866	膾	50	0.2560	99.940	膾炙(34)/膾(15)/鯉膾(1)
3867	躬	50	0.2560	99.940	躬(9)/義躬(8)/鞠躬(8)/躬恒(6)/躬治(4)/躬行(4)/直躬(3)/躬仁(2)/克躬(1)/忠躬(1)/躬弦(1)/躬耕力作(1)/躬臣(1)/躬都良麿(1)
3868	﨟	50	0.2560	99.940	﨟(22)/上﨟(17)/﨟たけ(4)/下﨟(2)/﨟長け(2)/﨟次(1)/﨟法(1)/﨟頭(1)
3869	卍	49	0.2509	99.940	卍(49)
3870	堝	49	0.2509	99.940	坩堝(48)/坩堝鋏(1)
3871	廬	49	0.2509	99.940	廬(16)/廬山(11)/桐廬(7)/朗廬(3)/山廬(2)/斯廬(2)/穹廬(2)/出廬(1)/天地吾廬(1)/廬江(1)/毘廬(1)/草廬(1)/闔廬(1)
3872	掾	49	0.2509	99.941	大掾(27)/掾(21)/小掾(1)
